# x1 x2 x3 x4 x5 x6 x7 x8 x9
# 23331 9
# 11 21 101 9
 2.83685349e-01 -1.80000000e-01 -1.00000000e-01  6.16071591e-01 -6.14294441e-01 -1.00000000e-01  7.03173597e-02 -7.01145467e-02  1.04307568e+00
 2.90282683e-01 -1.80000000e-01 -1.00000000e-01  6.19919133e-01 -6.10411446e-01 -1.00000000e-01  7.07564564e-02 -6.96713999e-02  1.04307567e+00
 2.96880017e-01 -1.80000000e-01 -1.00000000e-01  6.23742213e-01 -6.06504342e-01 -1.00000000e-01  7.11927877e-02 -6.92254686e-02  1.04307565e+00
 3.03477351e-01 -1.80000000e-01 -1.00000000e-01  6.27540634e-01 -6.02573331e-01 -1.00000000e-01  7.16263547e-02 -6.87767506e-02  1.04307562e+00
 3.10074685e-01 -1.80000000e-01 -1.00000000e-01  6.31314309e-01 -5.98618500e-01 -1.00000000e-01  7.20571610e-02 -6.83252436e-02  1.04307559e+00
 3.16672018e-01 -1.80000000e-01 -1.00000000e-01  6.35063045e-01 -5.94640055e-01 -1.00000000e-01  7.24850924e-02 -6.78711007e-02  1.04307561e+00
 3.23269353e-01 -1.80000000e-01 -1.00000000e-01  6.38786729e-01 -5.90638112e-01 -1.00000000e-01  7.29101182e-02 -6.74143493e-02  1.04307567e+00
 3.29866686e-01 -1.80000000e-01 -1.00000000e-01  6.42485198e-01 -5.86612850e-01 -1.00000000e-01  7.33322329e-02 -6.69549768e-02  1.04307573e+00
 3.36464019e-01 -1.80000000e-01 -1.00000000e-01  6.46158262e-01 -5.82564474e-01 -1.00000000e-01  7.37514272e-02 -6.64929739e-02  1.04307576e+00
 3.43061354e-01 -1.80000000e-01 -1.00000000e-01  6.49805850e-01 -5.78493061e-01 -1.00000000e-01  7.41677048e-02 -6.60283166e-02  1.04307575e+00
 3.49658687e-01 -1.80000000e-01 -1.00000000e-01  6.53427788e-01 -5.74398807e-01 -1.00000000e-01  7.45810564e-02 -6.55609940e-02  1.04307565e+00
 3.56256021e-01 -1.80000000e-01 -1.00000000e-01  6.57023929e-01 -5.70281878e-01 -1.00000000e-01  7.49914752e-02 -6.50909916e-02  1.04307545e+00
 3.62853355e-01 -1.80000000e-01 -1.00000000e-01  6.60594103e-01 -5.66142470e-01 -1.00000000e-01  7.53990333e-02 -6.46184232e-02  1.04307541e+00
 3.69450688e-01 -1.80000000e-01 -1.00000000e-01  6.64138226e-01 -5.61980678e-01 -1.00000000e-01  7.58036656e-02 -6.41434060e-02  1.04307558e+00
